result,fighter,opponent,f_kd,o_kd,f_str,o_str,f_td,o_td,f_sub,o_sub,weight_class,method,type,round,time,date,event_url
win,Gerald Meerschaert,Dustin Stoltzfus,0,0,11,12,1,4,3,1,Middleweight,SUB,Rear Naked Choke,3,2:58,2021-12-18,http://ufcstats.com/event-details/2a470ad41c22c25a
win,Dominick Cruz,Pedro Munhoz,0,1,103,74,1,0,0,0,Bantamweight,U-DEC,,3,5:00,2021-12-11,http://ufcstats.com/event-details/ef927e4fe2117ab8
win,Tai Tuivasa,Augusto Sakai,1,0,34,21,0,0,0,0,Heavyweight,KO/TKO,Punches,2,0:26,2021-12-11,http://ufcstats.com/event-details/ef927e4fe2117ab8
win,Julianna Pena,Amanda Nunes,0,0,79,46,1,1,1,0,Women's Bantamweight,SUB,Rear Naked Choke,2,3:26,2021-12-11,http://ufcstats.com/event-details/ef927e4fe2117ab8
win,Geoff Neal,Santiago Ponzinibbio,0,0,85,91,0,1,0,0,Welterweight,S-DEC,,3,5:00,2021-12-11,http://ufcstats.com/event-details/ef927e4fe2117ab8
win,Kai Kara-France,Cody Garbrandt,2,0,23,9,0,0,0,0,Flyweight,KO/TKO,Punches,1,3:21,2021-12-11,http://ufcstats.com/event-details/ef927e4fe2117ab8
win,Sean O'Malley,Raulian Paiva,1,0,39,11,0,0,0,0,Bantamweight,KO/TKO,Punches,1,4:42,2021-12-11,http://ufcstats.com/event-details/ef927e4fe2117ab8
win,Josh Emmett,Dan Ige,1,0,60,70,0,1,0,0,Featherweight,U-DEC,,3,5:00,2021-12-11,http://ufcstats.com/event-details/ef927e4fe2117ab8
win,Bruno Silva,Jordan Wright,1,0,19,20,0,0,0,0,Middleweight,KO/TKO,Punches,1,1:28,2021-12-11,http://ufcstats.com/event-details/ef927e4fe2117ab8
win,Andre Muniz,Eryk Anders,0,0,8,3,2,0,2,0,Middleweight,SUB,Armbar,1,3:13,2021-12-11,http://ufcstats.com/event-details/ef927e4fe2117ab8
win,Erin Blanchfield,Miranda Maverick,0,0,46,21,7,0,1,0,Women's Flyweight,U-DEC,,3,5:00,2021-12-11,http://ufcstats.com/event-details/ef927e4fe2117ab8
win,Ryan Hall,Darrick Minner,0,0,40,26,0,1,7,0,Featherweight,U-DEC,,3,5:00,2021-12-11,http://ufcstats.com/event-details/ef927e4fe2117ab8
win,Tony Kelley,Randy Costa,0,0,82,31,0,0,0,0,Bantamweight,KO/TKO,Elbows,2,4:15,2021-12-11,http://ufcstats.com/event-details/ef927e4fe2117ab8
win,Charles Oliveira,Dustin Poirier,0,1,73,58,0,0,3,0,Lightweight,SUB,Rear Naked Choke,3,1:02,2021-12-11,http://ufcstats.com/event-details/ef927e4fe2117ab8
win,Chris Curtis,Brendan Allen,1,0,61,43,0,0,0,1,Middleweight,KO/TKO,Knees,2,1:58,2021-12-04,http://ufcstats.com/event-details/509697e08673d2e5
win,Alex Morono,Mickey Gall,1,0,90,65,0,0,0,0,Welterweight,U-DEC,,3,5:00,2021-12-04,http://ufcstats.com/event-details/509697e08673d2e5
win,Rafael Fiziev,Brad Riddell,0,0,66,59,0,1,0,0,Lightweight,KO/TKO,Kick,3,2:20,2021-12-04,http://ufcstats.com/event-details/509697e08673d2e5
win,Jamahal Hill,Jimmy Crute,1,0,4,6,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,0:48,2021-12-04,http://ufcstats.com/event-details/509697e08673d2e5
win,Clay Guida,Leonardo Santos,0,1,18,41,2,0,1,0,Lightweight,SUB,Rear Naked Choke,2,1:21,2021-12-04,http://ufcstats.com/event-details/509697e08673d2e5
win,Jose Aldo,Rob Font,2,0,86,149,0,1,1,0,Bantamweight,U-DEC,,5,5:00,2021-12-04,http://ufcstats.com/event-details/509697e08673d2e5
win,Manel Kape,Zhalgas Zhumagulov,2,0,53,31,0,0,0,0,Flyweight,KO/TKO,Punches,1,4:02,2021-12-04,http://ufcstats.com/event-details/509697e08673d2e5
win,Bryan Barberena,Darian Weeks,0,0,108,118,0,4,0,0,Welterweight,U-DEC,,3,5:00,2021-12-04,http://ufcstats.com/event-details/509697e08673d2e5
win,Cheyanne Vlismas,Mallory Martin,0,0,134,80,0,0,0,0,Women's Strawweight,U-DEC,,3,5:00,2021-12-04,http://ufcstats.com/event-details/509697e08673d2e5
win,William Knight,Alonzo Menifield,1,0,55,44,1,0,0,0,Light Heavyweight,U-DEC,,3,5:00,2021-12-04,http://ufcstats.com/event-details/509697e08673d2e5
win,Claudio Puelles,Chris Gruetzemacher,0,0,43,38,1,1,1,0,Lightweight,SUB,Kneebar,3,3:25,2021-12-04,http://ufcstats.com/event-details/509697e08673d2e5
win,Dusko Todorovic,Maki Pitolo,0,0,30,13,1,0,0,1,Middleweight,KO/TKO,Punches,1,4:34,2021-12-04,http://ufcstats.com/event-details/509697e08673d2e5
win,Adrian Yanez,Davey Grant,0,0,100,98,0,0,0,0,Bantamweight,S-DEC,,3,5:00,2021-11-20,http://ufcstats.com/event-details/c95fbc085e17a532
win,Taila Santos,Joanne Wood,2,0,30,27,0,0,2,0,Women's Flyweight,SUB,Rear Naked Choke,1,4:49,2021-11-20,http://ufcstats.com/event-details/c95fbc085e17a532
win,Ketlen Vieira,Miesha Tate,0,0,113,122,0,1,0,0,Women's Bantamweight,U-DEC,,5,5:00,2021-11-20,http://ufcstats.com/event-details/c95fbc085e17a532
win,Sean Brady,Michael Chiesa,0,0,18,29,5,1,0,0,Welterweight,U-DEC,,3,5:00,2021-11-20,http://ufcstats.com/event-details/c95fbc085e17a532
win,Rani Yahya,Kyung Ho Kang,0,1,27,43,3,0,1,0,Bantamweight,U-DEC,,3,5:00,2021-11-20,http://ufcstats.com/event-details/c95fbc085e17a532
win,Rafa Garcia,Natan Levy,0,0,35,47,7,3,0,0,Lightweight,U-DEC,,3,5:00,2021-11-20,http://ufcstats.com/event-details/c95fbc085e17a532
win,Loopy Godinez,Loma Lookboonmee,0,0,23,15,5,1,1,0,Women's Strawweight,U-DEC,,3,5:00,2021-11-20,http://ufcstats.com/event-details/c95fbc085e17a532
win,Shayilan Nuerdanbieke,Sean Soriano,0,0,17,35,4,2,0,0,Featherweight,U-DEC,,3,5:00,2021-11-20,http://ufcstats.com/event-details/c95fbc085e17a532
win,Pat Sabatini,Tucker Lutz,0,0,16,17,5,1,3,0,Featherweight,U-DEC,,3,5:00,2021-11-20,http://ufcstats.com/event-details/c95fbc085e17a532
win,Cody Durden,Aoriqileng,0,0,60,65,5,1,0,0,Flyweight,U-DEC,,3,5:00,2021-11-20,http://ufcstats.com/event-details/c95fbc085e17a532
win,Max Holloway,Yair Rodriguez,0,0,230,159,3,1,1,0,Featherweight,U-DEC,,5,5:00,2021-11-13,http://ufcstats.com/event-details/b5abaa65f87938eb
win,Song Yadong,Julio Arce,1,0,30,13,0,0,0,0,Bantamweight,KO/TKO,Punches,2,1:35,2021-11-13,http://ufcstats.com/event-details/b5abaa65f87938eb
win,Khaos Williams,Miguel Baeza,1,0,49,31,0,0,0,5,Welterweight,KO/TKO,Punch,3,1:02,2021-11-13,http://ufcstats.com/event-details/b5abaa65f87938eb
win,Felicia Spencer,Leah Letson,0,0,56,17,4,1,0,0,Women's Featherweight,KO/TKO,Elbows,3,4:25,2021-11-13,http://ufcstats.com/event-details/b5abaa65f87938eb
win,Marcos Rogerio de Lima,Ben Rothwell,0,0,14,2,0,0,0,0,Heavyweight,KO/TKO,Punches,1,0:32,2021-11-13,http://ufcstats.com/event-details/b5abaa65f87938eb
win,Cortney Casey,Liana Jojua,0,0,89,34,0,2,0,0,Women's Flyweight,U-DEC,,3,5:00,2021-11-13,http://ufcstats.com/event-details/b5abaa65f87938eb
win,Rafael Alves,Marc Diakiese,0,0,6,3,0,0,1,0,Lightweight,SUB,Guillotine Choke,1,1:48,2021-11-13,http://ufcstats.com/event-details/b5abaa65f87938eb
win,Sean Woodson,Collin Anglin,1,0,50,8,0,0,0,0,Featherweight,KO/TKO,Punches,1,4:30,2021-11-13,http://ufcstats.com/event-details/b5abaa65f87938eb
win,Joel Alvarez,Thiago Moises,0,0,44,11,0,0,0,0,Lightweight,KO/TKO,Elbows,1,3:01,2021-11-13,http://ufcstats.com/event-details/b5abaa65f87938eb
win,Andrea Lee,Cynthia Calvillo,0,0,84,47,0,1,0,0,Women's Flyweight,KO/TKO,,2,5:00,2021-11-13,http://ufcstats.com/event-details/b5abaa65f87938eb
win,Chris Curtis,Phil Hawes,1,0,21,48,0,0,0,0,Middleweight,KO/TKO,Punch,1,4:27,2021-11-06,http://ufcstats.com/event-details/48e093ea1f43a053
win,Kamaru Usman,Colby Covington,2,0,123,107,1,0,0,0,Welterweight,U-DEC,,5,5:00,2021-11-06,http://ufcstats.com/event-details/48e093ea1f43a053
win,Rose Namajunas,Zhang Weili,0,0,86,83,2,5,0,0,Women's Strawweight,S-DEC,,5,5:00,2021-11-06,http://ufcstats.com/event-details/48e093ea1f43a053
win,Marlon Vera,Frankie Edgar,1,0,88,94,0,3,1,0,Bantamweight,KO/TKO,Kick,3,3:50,2021-11-06,http://ufcstats.com/event-details/48e093ea1f43a053
win,Shane Burgos,Billy Quarantillo,0,0,193,164,0,0,0,0,Featherweight,U-DEC,,3,5:00,2021-11-06,http://ufcstats.com/event-details/48e093ea1f43a053
win,Justin Gaethje,Michael Chandler,1,0,116,103,0,1,0,0,Lightweight,U-DEC,,3,5:00,2021-11-06,http://ufcstats.com/event-details/48e093ea1f43a053
win,Alex Pereira,Andreas Michailidis,1,0,11,3,0,2,0,0,Middleweight,KO/TKO,Flying Knee,2,0:18,2021-11-06,http://ufcstats.com/event-details/48e093ea1f43a053
win,Nassourdine Imavov,Edmen Shahbazyan,0,0,42,22,0,1,4,0,Middleweight,KO/TKO,Elbows,2,4:52,2021-11-06,http://ufcstats.com/event-details/48e093ea1f43a053
win,Ian Garry,Jordan Williams,1,0,18,22,0,0,0,0,Welterweight,KO/TKO,Punch,1,4:59,2021-11-06,http://ufcstats.com/event-details/48e093ea1f43a053
win,Chris Barnett,Gian Villante,1,0,38,30,0,0,0,0,Heavyweight,KO/TKO,Kick,2,2:23,2021-11-06,http://ufcstats.com/event-details/48e093ea1f43a053
win,Dustin Jacoby,John Allan,0,0,153,77,0,0,0,0,Light Heavyweight,U-DEC,,3,5:00,2021-11-06,http://ufcstats.com/event-details/48e093ea1f43a053
win,Melsik Baghdasaryan,Bruno Souza,0,0,75,46,0,0,0,0,Featherweight,U-DEC,,3,5:00,2021-11-06,http://ufcstats.com/event-details/48e093ea1f43a053
win,Bobby Green,Al Iaquinta,1,0,28,10,0,0,0,0,Lightweight,KO/TKO,Punches,1,2:25,2021-11-06,http://ufcstats.com/event-details/48e093ea1f43a053
win,Khamzat Chimaev,Li Jingliang,0,0,25,0,1,0,3,0,Welterweight,SUB,Rear Naked Choke,1,3:16,2021-10-30,http://ufcstats.com/event-details/3974fa35c917af1d
win,Glover Teixeira,Jan Blachowicz,0,0,23,28,2,0,2,0,Light Heavyweight,SUB,Rear Naked Choke,2,3:02,2021-10-30,http://ufcstats.com/event-details/3974fa35c917af1d
win,Petr Yan,Cory Sandhagen,1,0,149,169,0,1,1,0,Bantamweight,U-DEC,,5,5:00,2021-10-30,http://ufcstats.com/event-details/3974fa35c917af1d
win,Islam Makhachev,Dan Hooker,0,0,2,4,1,0,2,0,Lightweight,SUB,Kimura,1,2:25,2021-10-30,http://ufcstats.com/event-details/3974fa35c917af1d
win,Alexander Volkov,Marcin Tybura,0,0,75,58,0,0,0,0,Heavyweight,U-DEC,,3,5:00,2021-10-30,http://ufcstats.com/event-details/3974fa35c917af1d
win,Magomed Ankalaev,Volkan Oezdemir,1,0,66,48,1,0,0,0,Light Heavyweight,U-DEC,,3,5:00,2021-10-30,http://ufcstats.com/event-details/3974fa35c917af1d
win,Amanda Ribas,Virna Jandiroba,0,1,88,50,1,1,1,0,Women's Strawweight,U-DEC,,3,5:00,2021-10-30,http://ufcstats.com/event-details/3974fa35c917af1d
win,Zubaira Tukhugov,Ricardo Ramos,0,0,77,68,2,0,0,0,Featherweight,U-DEC,,3,5:00,2021-10-30,http://ufcstats.com/event-details/3974fa35c917af1d
win,Elizeu Zaleski dos Santos,Benoit Saint Denis,0,0,149,67,0,2,0,0,Welterweight,U-DEC,,3,5:00,2021-10-30,http://ufcstats.com/event-details/3974fa35c917af1d
win,Michal Oleksiejczuk,Shamil Gamzatov,1,0,32,35,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,3:31,2021-10-30,http://ufcstats.com/event-details/3974fa35c917af1d
win,Lerone Murphy,Makwan Amirkhani,1,0,4,4,0,5,0,0,Featherweight,KO/TKO,Knee,2,0:14,2021-10-30,http://ufcstats.com/event-details/3974fa35c917af1d
win,Andre Petroski,Hu Yaozong,0,0,72,25,4,0,6,0,Middleweight,SUB,Arm Triangle,3,4:46,2021-10-30,http://ufcstats.com/event-details/3974fa35c917af1d
win,Albert Duraev,Roman Kopylov,0,1,71,42,1,1,1,0,Middleweight,U-DEC,,3,5:00,2021-10-30,http://ufcstats.com/event-details/3974fa35c917af1d
win,Gregory Rodrigues,JunYong Park,0,0,68,56,2,0,0,0,Middleweight,KO/TKO,Punch,2,3:13,2021-10-23,http://ufcstats.com/event-details/8a9c6c4301f6d088
win,Marvin Vettori,Paulo Costa,0,0,190,163,1,1,0,0,Light Heavyweight,U-DEC,,5,5:00,2021-10-23,http://ufcstats.com/event-details/8a9c6c4301f6d088
draw,Grant Dawson,Ricky Glenn,0,0,24,28,3,0,0,1,Lightweight,M-DEC,,3,5:00,2021-10-23,http://ufcstats.com/event-details/8a9c6c4301f6d088
win,Jessica-Rose Clark,Joselyne Edwards,0,0,18,30,5,0,0,0,Women's Bantamweight,U-DEC,,3,5:00,2021-10-23,http://ufcstats.com/event-details/8a9c6c4301f6d088
win,Alex Caceres,SeungWoo Choi,0,1,46,33,0,0,1,0,Featherweight,SUB,Rear Naked Choke,2,3:31,2021-10-23,http://ufcstats.com/event-details/8a9c6c4301f6d088
win,Francisco Trinaldo,Dwight Grant,0,0,36,31,1,1,0,0,Welterweight,S-DEC,,3,5:00,2021-10-23,http://ufcstats.com/event-details/8a9c6c4301f6d088
win,Tabatha Ricci,Maria Oliveira,0,0,62,66,5,0,0,0,Women's Strawweight,U-DEC,,3,5:00,2021-10-23,http://ufcstats.com/event-details/8a9c6c4301f6d088
win,Nicolae Negumereanu,Ike Villanueva,0,0,11,7,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,1:18,2021-10-23,http://ufcstats.com/event-details/8a9c6c4301f6d088
win,Jamie Pickett,Laureano Staropoli,0,0,47,25,2,1,0,0,Middleweight,U-DEC,,3,5:00,2021-10-23,http://ufcstats.com/event-details/8a9c6c4301f6d088
win,Jai Herbert,Khama Worthy,1,0,24,11,0,0,0,0,Lightweight,KO/TKO,Punches,1,2:47,2021-10-23,http://ufcstats.com/event-details/8a9c6c4301f6d088
win,Jeff Molina,Daniel Lacerda,1,0,47,20,0,0,0,0,Flyweight,KO/TKO,Punches,2,0:46,2021-10-23,http://ufcstats.com/event-details/8a9c6c4301f6d088
win,Randa Markos,Livinha Souza,0,0,65,11,0,3,0,2,Women's Strawweight,U-DEC,,3,5:00,2021-10-23,http://ufcstats.com/event-details/8a9c6c4301f6d088
win,Mason Jones,David Onama,0,0,87,90,8,0,0,0,Lightweight,U-DEC,,3,5:00,2021-10-23,http://ufcstats.com/event-details/8a9c6c4301f6d088
win,Batgerel Danaa,Brandon Davis,1,0,22,7,0,0,0,0,Bantamweight,KO/TKO,Punches,1,2:01,2021-10-16,http://ufcstats.com/event-details/8f4616698508f24d
win,Jim Miller,Erick Gonzalez,1,0,32,14,1,1,0,0,Lightweight,KO/TKO,Punch,2,0:14,2021-10-16,http://ufcstats.com/event-details/8f4616698508f24d
win,Andrei Arlovski,Carlos Felipe,0,0,83,73,0,0,0,0,Heavyweight,U-DEC,,3,5:00,2021-10-16,http://ufcstats.com/event-details/8f4616698508f24d
win,Manon Fiorot,Mayra Bueno Silva,0,0,91,48,2,0,0,0,Women's Flyweight,U-DEC,,3,5:00,2021-10-16,http://ufcstats.com/event-details/8f4616698508f24d
win,Norma Dumont,Aspen Ladd,0,0,65,33,1,0,0,0,Women's Featherweight,U-DEC,,5,5:00,2021-10-16,http://ufcstats.com/event-details/8f4616698508f24d
win,Bruno Silva,Andrew Sanchez,0,0,70,33,0,7,0,0,Middleweight,KO/TKO,Punches,3,2:35,2021-10-16,http://ufcstats.com/event-details/8f4616698508f24d
win,Luana Carolina,Loopy Godinez,0,0,53,23,0,2,0,0,Women's Flyweight,U-DEC,,3,5:00,2021-10-16,http://ufcstats.com/event-details/8f4616698508f24d
win,Danny Roberts,Ramazan Emeev,0,0,34,40,1,2,0,1,Welterweight,S-DEC,,3,5:00,2021-10-16,http://ufcstats.com/event-details/8f4616698508f24d
win,Nate Landwehr,Ludovit Klein,0,0,71,42,1,0,2,0,Featherweight,SUB,Anaconda Choke,3,2:22,2021-10-16,http://ufcstats.com/event-details/8f4616698508f24d
win,Randy Brown,Jared Gooden,0,0,115,81,0,0,0,0,Welterweight,U-DEC,,3,5:00,2021-10-09,http://ufcstats.com/event-details/d247691a6c0e9034
win,Matheus Nicolau,Tim Elliott,0,0,64,70,1,1,0,0,Flyweight,U-DEC,,3,5:00,2021-10-09,http://ufcstats.com/event-details/d247691a6c0e9034
win,Marina Rodriguez,Mackenzie Dern,0,0,144,49,0,1,1,1,Women's Strawweight,U-DEC,,5,5:00,2021-10-09,http://ufcstats.com/event-details/d247691a6c0e9034
win,Mariya Agapova,Sabina Mazo,1,0,93,62,0,0,1,0,Women's Flyweight,SUB,Rear Naked Choke,3,0:53,2021-10-09,http://ufcstats.com/event-details/d247691a6c0e9034
win,Loopy Godinez,Silvana Gomez Juarez,0,0,11,3,5,0,1,0,Women's Strawweight,SUB,Armbar,1,4:14,2021-10-09,http://ufcstats.com/event-details/d247691a6c0e9034
win,Alexandr Romanov,Jared Vanderaa,0,0,56,13,5,0,0,0,Heavyweight,KO/TKO,Punches,2,4:43,2021-10-09,http://ufcstats.com/event-details/d247691a6c0e9034
win,Chris Gutierrez,Felipe Colares,0,0,96,41,0,1,0,0,Bantamweight,S-DEC,,3,5:00,2021-10-09,http://ufcstats.com/event-details/d247691a6c0e9034
win,Damon Jackson,Charles Rosa,0,0,41,34,6,2,2,0,Featherweight,U-DEC,,3,5:00,2021-10-09,http://ufcstats.com/event-details/d247691a6c0e9034
win,Casey O'Neill,Antonina Shevchenko,0,0,52,40,3,0,0,0,Women's Flyweight,KO/TKO,Punches,2,4:47,2021-10-02,http://ufcstats.com/event-details/e15d0a2519d6a0b5
win,Thiago Santos,Johnny Walker,0,0,44,48,0,0,0,0,Light Heavyweight,U-DEC,,5,5:00,2021-10-02,http://ufcstats.com/event-details/e15d0a2519d6a0b5
nc,Kevin Holland,Kyle Daukaus,0,0,3,9,0,1,0,3,Middleweight,Other,,1,3:43,2021-10-02,http://ufcstats.com/event-details/e15d0a2519d6a0b5
win,Niko Price,Alex Oliveira,0,0,64,65,1,1,0,0,Welterweight,U-DEC,,3,5:00,2021-10-02,http://ufcstats.com/event-details/e15d0a2519d6a0b5
win,Krzysztof Jotko,Misha Cirkunov,0,0,41,41,1,5,0,0,Middleweight,S-DEC,,3,5:00,2021-10-02,http://ufcstats.com/event-details/e15d0a2519d6a0b5
win,Alexander Hernandez,Mike Breeden,1,0,20,6,0,0,0,0,Lightweight,KO/TKO,Punch,1,1:20,2021-10-02,http://ufcstats.com/event-details/e15d0a2519d6a0b5
win,Karol Rosa,Bethe Correia,0,0,125,62,0,0,0,0,Women's Bantamweight,U-DEC,,3,5:00,2021-10-02,http://ufcstats.com/event-details/e15d0a2519d6a0b5
win,Jamie Mullarkey,Devonte Smith,1,0,55,29,1,0,0,0,Lightweight,KO/TKO,Punches,2,2:51,2021-10-02,http://ufcstats.com/event-details/e15d0a2519d6a0b5
win,Douglas Silva de Andrade,Gaetano Pirrello,1,0,10,5,0,0,0,0,Bantamweight,KO/TKO,Punch,1,2:04,2021-10-02,http://ufcstats.com/event-details/e15d0a2519d6a0b5
win,Stephanie Egger,Shanna Young,0,0,29,22,2,0,0,2,Women's Bantamweight,KO/TKO,Elbow,2,2:22,2021-10-02,http://ufcstats.com/event-details/e15d0a2519d6a0b5
win,Jared Gordon,Joe Solecki,0,0,51,38,1,4,0,0,Lightweight,S-DEC,,3,5:00,2021-10-02,http://ufcstats.com/event-details/e15d0a2519d6a0b5
win,Merab Dvalishvili,Marlon Moraes,0,1,69,29,4,0,0,0,Bantamweight,KO/TKO,Punches,2,4:25,2021-09-25,http://ufcstats.com/event-details/0eec866a077889f0
win,Alexander Volkanovski,Brian Ortega,0,0,214,88,0,2,0,3,Featherweight,U-DEC,,5,5:00,2021-09-25,http://ufcstats.com/event-details/0eec866a077889f0
win,Valentina Shevchenko,Lauren Murphy,0,0,98,11,3,0,0,0,Women's Flyweight,KO/TKO,Punches,4,4:00,2021-09-25,http://ufcstats.com/event-details/0eec866a077889f0
win,Robbie Lawler,Nick Diaz,0,0,131,150,0,0,0,0,Middleweight,KO/TKO,Punch,3,0:44,2021-09-25,http://ufcstats.com/event-details/0eec866a077889f0
win,Curtis Blaydes,Jairzinho Rozenstruik,0,0,32,18,3,0,0,0,Heavyweight,U-DEC,,3,5:00,2021-09-25,http://ufcstats.com/event-details/0eec866a077889f0
win,Jessica Andrade,Cynthia Calvillo,0,0,48,27,0,0,0,0,Women's Flyweight,KO/TKO,Punches,1,4:54,2021-09-25,http://ufcstats.com/event-details/0eec866a077889f0
win,Chris Daukaus,Shamil Abdurakhimov,2,0,38,23,0,0,0,0,Heavyweight,KO/TKO,Punch,2,1:23,2021-09-25,http://ufcstats.com/event-details/0eec866a077889f0
win,Taila Santos,Roxanne Modafferi,1,0,55,18,5,0,0,0,Women's Flyweight,U-DEC,,3,5:00,2021-09-25,http://ufcstats.com/event-details/0eec866a077889f0
win,Jalin Turner,Uros Medic,0,0,25,6,1,0,1,0,Lightweight,SUB,Rear Naked Choke,1,4:01,2021-09-25,http://ufcstats.com/event-details/0eec866a077889f0
win,Nick Maximov,Cody Brundage,0,0,14,28,4,0,0,1,Middleweight,U-DEC,,3,5:00,2021-09-25,http://ufcstats.com/event-details/0eec866a077889f0
win,Matthew Semelsberger,Martin Sano,1,0,3,1,0,0,0,0,Welterweight,KO/TKO,Punch,1,0:15,2021-09-25,http://ufcstats.com/event-details/0eec866a077889f0
win,Dan Hooker,Nasrat Haqparast,0,0,73,27,3,0,0,0,Lightweight,U-DEC,,3,5:00,2021-09-25,http://ufcstats.com/event-details/0eec866a077889f0
win,Tafon Nchukwi,Mike Rodriguez,0,0,116,49,3,0,0,0,Light Heavyweight,U-DEC,,3,5:00,2021-09-18,http://ufcstats.com/event-details/4c27ca8c8481f79a
win,Anthony Smith,Ryan Spann,2,0,17,8,0,0,1,0,Light Heavyweight,SUB,Rear Naked Choke,1,3:47,2021-09-18,http://ufcstats.com/event-details/4c27ca8c8481f79a
win,Ion Cutelaba,Devin Clark,1,0,64,23,8,1,0,0,Light Heavyweight,U-DEC,,3,5:00,2021-09-18,http://ufcstats.com/event-details/4c27ca8c8481f79a
win,Ariane Lipski,Mandy Bohm,2,0,87,36,0,0,0,0,Women's Flyweight,U-DEC,,3,5:00,2021-09-18,http://ufcstats.com/event-details/4c27ca8c8481f79a
win,Arman Tsarukyan,Christos Giagos,1,0,22,1,0,0,0,0,Lightweight,KO/TKO,Punches,1,2:09,2021-09-18,http://ufcstats.com/event-details/4c27ca8c8481f79a
win,Nate Maness,Tony Gravely,1,1,31,36,1,1,0,0,Bantamweight,KO/TKO,Punches,2,2:10,2021-09-18,http://ufcstats.com/event-details/4c27ca8c8481f79a
win,Rong Zhu,Brandon Jenkins,1,0,86,41,6,0,0,0,Lightweight,KO/TKO,Punches,3,4:35,2021-09-18,http://ufcstats.com/event-details/4c27ca8c8481f79a
win,Joaquin Buckley,Antonio Arroyo,1,0,41,21,1,0,0,0,Middleweight,KO/TKO,Punches,3,2:26,2021-09-18,http://ufcstats.com/event-details/4c27ca8c8481f79a
win,Montel Jackson,JP Buys,4,0,25,8,4,1,1,3,Bantamweight,U-DEC,,3,5:00,2021-09-18,http://ufcstats.com/event-details/4c27ca8c8481f79a
win,Erin Blanchfield,Sarah Alpar,0,0,120,41,3,0,0,0,Women's Flyweight,U-DEC,,3,5:00,2021-09-18,http://ufcstats.com/event-details/4c27ca8c8481f79a
win,Carlston Harris,Impa Kasanganay,1,0,24,6,0,0,0,0,Welterweight,KO/TKO,Punches,1,2:38,2021-09-18,http://ufcstats.com/event-details/4c27ca8c8481f79a
draw,Gustavo Lopez,Alatengheili,0,0,44,36,3,0,1,0,Bantamweight,U-DEC,,3,5:00,2021-09-18,http://ufcstats.com/event-details/4c27ca8c8481f79a
win,Raquel Pennington,Pannie Kianzad,0,0,48,50,1,1,0,0,Women's Bantamweight,U-DEC,,3,5:00,2021-09-18,http://ufcstats.com/event-details/4c27ca8c8481f79a
win,Khalil Rountree Jr.,Modestas Bukauskas,1,0,38,23,0,0,0,0,Light Heavyweight,KO/TKO,Kick,2,2:30,2021-09-04,http://ufcstats.com/event-details/b9532d815060de7f
win,Tom Aspinall,Serghei Spivac,1,0,16,0,0,0,0,0,Heavyweight,KO/TKO,Elbow,1,2:30,2021-09-04,http://ufcstats.com/event-details/b9532d815060de7f
win,Derek Brunson,Darren Till,0,0,41,26,3,0,1,0,Middleweight,SUB,Rear Naked Choke,3,2:13,2021-09-04,http://ufcstats.com/event-details/b9532d815060de7f
win,Alex Morono,David Zawada,0,0,90,86,0,1,0,0,Welterweight,U-DEC,,3,5:00,2021-09-04,http://ufcstats.com/event-details/b9532d815060de7f
win,Jack Shore,Liudvik Sholinian,0,0,92,19,2,0,1,0,Bantamweight,U-DEC,,3,5:00,2021-09-04,http://ufcstats.com/event-details/b9532d815060de7f
win,Paddy Pimblett,Luigi Vendramini,1,0,47,25,0,1,0,0,Lightweight,KO/TKO,Punches,1,4:25,2021-09-04,http://ufcstats.com/event-details/b9532d815060de7f
win,Molly McCann,Ji Yeon Kim,0,0,127,122,2,0,0,0,Women's Flyweight,U-DEC,,3,5:00,2021-09-04,http://ufcstats.com/event-details/b9532d815060de7f
win,Julian Erosa,Charles Jourdain,0,1,103,85,2,0,1,0,Catch Weight,SUB,D'Arce Choke,3,2:56,2021-09-04,http://ufcstats.com/event-details/b9532d815060de7f
win,Ricky Turcios,Brady Hiestand,1,0,100,66,2,6,0,0,Bantamweight,S-DEC,,3,5:00,2021-08-28,http://ufcstats.com/event-details/0db9d2486d564a3c
win,Daniel Rodriguez,Kevin Lee,0,0,120,56,0,3,0,0,Welterweight,U-DEC,,3,5:00,2021-08-28,http://ufcstats.com/event-details/0db9d2486d564a3c
win,Andre Petroski,Micheal Gillmore,0,0,46,31,4,0,1,0,Middleweight,KO/TKO,Elbows,3,3:12,2021-08-28,http://ufcstats.com/event-details/0db9d2486d564a3c
win,Gerald Meerschaert,Makhmud Muradov,0,0,32,40,3,0,1,0,Middleweight,SUB,Rear Naked Choke,2,1:49,2021-08-28,http://ufcstats.com/event-details/0db9d2486d564a3c
win,Abdul Razak Alhassan,Alessio Di Chirico,1,0,1,1,0,0,0,0,Middleweight,KO/TKO,Kick,1,0:17,2021-08-28,http://ufcstats.com/event-details/0db9d2486d564a3c
win,Wellington Turman,Sam Alvey,0,0,69,68,2,0,0,0,Middleweight,S-DEC,,3,5:00,2021-08-28,http://ufcstats.com/event-details/0db9d2486d564a3c
win,Dustin Jacoby,Darren Stewart,0,0,37,18,0,2,0,0,Light Heavyweight,KO/TKO,Punches,1,3:04,2021-08-28,http://ufcstats.com/event-details/0db9d2486d564a3c
