result,fighter,opponent,f_kd,o_kd,f_str,o_str,f_td,o_td,f_sub,o_sub,weight_class,method,type,round,time,date,event_url
win,Anderson Silva,Forrest Griffin,3,0,13,3,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,3:23,2009-08-08,http://ufcstats.com/event-details/48d1f690b763934c
win,Aaron Riley,Shane Nelson,0,0,50,28,2,0,0,0,Lightweight,U-DEC,,3,5:00,2009-08-08,http://ufcstats.com/event-details/48d1f690b763934c
win,Johny Hendricks,Amir Sadollah,1,0,7,2,0,0,0,0,Welterweight,KO/TKO,Punches,1,0:29,2009-08-08,http://ufcstats.com/event-details/48d1f690b763934c
win,George Sotiropoulos,George Roop,0,0,14,5,3,0,1,0,Lightweight,SUB,Kimura,2,1:59,2009-08-08,http://ufcstats.com/event-details/48d1f690b763934c
win,Alessio Sakara,Thales Leites,0,0,24,22,0,4,0,0,Middleweight,S-DEC,,3,5:00,2009-08-08,http://ufcstats.com/event-details/48d1f690b763934c
win,Matthew Riddle,Dan Cramer,0,0,47,5,2,0,2,1,Welterweight,U-DEC,,3,5:00,2009-08-08,http://ufcstats.com/event-details/48d1f690b763934c
win,Kurt Pellegrino,Josh Neer,0,0,21,24,3,0,0,1,Lightweight,U-DEC,,3,5:00,2009-08-08,http://ufcstats.com/event-details/48d1f690b763934c
win,John Howard,Tamdan McCrory,0,0,19,11,5,2,1,1,Welterweight,S-DEC,,3,5:00,2009-08-08,http://ufcstats.com/event-details/48d1f690b763934c
win,Yoshihiro Akiyama,Alan Belcher,0,1,55,76,3,0,0,0,Middleweight,S-DEC,,3,5:00,2009-07-11,http://ufcstats.com/event-details/0ee783aa00e468f0
win,Brock Lesnar,Frank Mir,0,0,47,4,1,0,0,0,Heavyweight,KO/TKO,Punches,2,1:48,2009-07-11,http://ufcstats.com/event-details/0ee783aa00e468f0
win,Georges St-Pierre,Thiago Alves,1,0,59,30,10,0,1,0,Welterweight,U-DEC,,5,5:00,2009-07-11,http://ufcstats.com/event-details/0ee783aa00e468f0
win,Dan Henderson,Michael Bisping,1,0,29,22,0,0,0,0,Middleweight,KO/TKO,Punch,2,3:20,2009-07-11,http://ufcstats.com/event-details/0ee783aa00e468f0
win,Jon Fitch,Paulo Thiago,0,0,15,5,4,0,1,5,Welterweight,U-DEC,,3,5:00,2009-07-11,http://ufcstats.com/event-details/0ee783aa00e468f0
win,Tom Lawlor,CB Dollaway,0,0,0,1,0,0,1,0,Middleweight,SUB,Guillotine Choke,1,0:55,2009-07-11,http://ufcstats.com/event-details/0ee783aa00e468f0
win,Jim Miller,Mac Danzig,0,0,37,20,6,0,1,1,Lightweight,U-DEC,,3,5:00,2009-07-11,http://ufcstats.com/event-details/0ee783aa00e468f0
win,Jon Jones,Jake O'Brien,0,0,25,11,0,0,1,0,Light Heavyweight,SUB,Guillotine Choke,2,2:43,2009-07-11,http://ufcstats.com/event-details/0ee783aa00e468f0
win,Dong Hyun Kim,TJ Grant,0,0,29,22,4,1,1,0,Welterweight,U-DEC,,3,5:00,2009-07-11,http://ufcstats.com/event-details/0ee783aa00e468f0
win,Mark Coleman,Stephan Bonnar,0,0,20,26,3,0,0,3,Light Heavyweight,U-DEC,,3,5:00,2009-07-11,http://ufcstats.com/event-details/0ee783aa00e468f0
win,Diego Sanchez,Clay Guida,1,0,68,29,1,2,3,0,Lightweight,S-DEC,,3,5:00,2009-06-20,http://ufcstats.com/event-details/4908c5ee68a50ee5
win,James Wilks,DaMarques Johnson,0,0,17,13,2,0,8,0,Welterweight,SUB,Rear Naked Choke,1,4:54,2009-06-20,http://ufcstats.com/event-details/4908c5ee68a50ee5
win,Chris Lytle,Kevin Burns,0,1,101,69,0,1,0,0,Welterweight,U-DEC,,3,5:00,2009-06-20,http://ufcstats.com/event-details/4908c5ee68a50ee5
win,Ross Pearson,Andre Winner,0,0,74,46,0,0,0,0,Lightweight,U-DEC,,3,5:00,2009-06-20,http://ufcstats.com/event-details/4908c5ee68a50ee5
win,Joe Stevenson,Nate Diaz,0,0,27,6,8,1,1,4,Lightweight,U-DEC,,3,5:00,2009-06-20,http://ufcstats.com/event-details/4908c5ee68a50ee5
win,Melvin Guillard,Gleison Tibau,0,0,13,14,1,6,0,0,Lightweight,S-DEC,,3,5:00,2009-06-20,http://ufcstats.com/event-details/4908c5ee68a50ee5
win,Brad Blackburn,Edgar Garcia,0,0,66,39,0,1,1,0,Welterweight,S-DEC,,3,5:00,2009-06-20,http://ufcstats.com/event-details/4908c5ee68a50ee5
win,Tomasz Drwal,Mike Ciesnolevicz,1,0,27,3,4,0,0,0,Light Heavyweight,KO/TKO,Knee,1,4:48,2009-06-20,http://ufcstats.com/event-details/4908c5ee68a50ee5
win,Nick Osipczak,Frank Lester,0,0,14,8,1,0,1,0,Welterweight,SUB,Rear Naked Choke,1,3:40,2009-06-20,http://ufcstats.com/event-details/4908c5ee68a50ee5
win,Mike Swick,Ben Saunders,1,0,10,17,1,0,1,0,Welterweight,KO/TKO,Punches,2,3:47,2009-06-13,http://ufcstats.com/event-details/cb6783c39c01d896
win,Rich Franklin,Wanderlei Silva,0,0,52,38,1,1,0,0,Catch Weight                        U-DEC              3              5:00,U-DEC,,3,5:00,2009-06-13,http://ufcstats.com/event-details/cb6783c39c01d896
win,Cain Velasquez,Cheick Kongo,0,0,29,21,7,1,2,0,Heavyweight,U-DEC,,3,5:00,2009-06-13,http://ufcstats.com/event-details/cb6783c39c01d896
win,Mirko Filipovic,Mostapha Al-Turk,1,0,16,7,1,0,0,0,Heavyweight,KO/TKO,Punches,1,3:06,2009-06-13,http://ufcstats.com/event-details/cb6783c39c01d896
win,Spencer Fisher,Caol Uno,0,0,62,24,1,3,0,0,Lightweight,U-DEC,,3,5:00,2009-06-13,http://ufcstats.com/event-details/cb6783c39c01d896
win,Dan Hardy,Marcus Davis,1,0,28,19,1,2,0,3,Welterweight,S-DEC,,3,5:00,2009-06-13,http://ufcstats.com/event-details/cb6783c39c01d896
win,Dennis Siver,Dale Hartt,0,0,8,5,0,1,2,0,Lightweight,SUB,Rear Naked Choke,1,3:23,2009-06-13,http://ufcstats.com/event-details/cb6783c39c01d896
win,Paul Taylor,Peter Sobotta,0,0,46,18,0,2,0,0,Welterweight,U-DEC,,3,5:00,2009-06-13,http://ufcstats.com/event-details/cb6783c39c01d896
win,Paul Kelly,Rolando Delgado,0,0,32,14,1,1,2,3,Lightweight,U-DEC,,3,5:00,2009-06-13,http://ufcstats.com/event-details/cb6783c39c01d896
win,Terry Etim,Justin Buchholz,0,1,27,23,0,0,3,0,Lightweight,SUB,D'Arce Choke,2,2:38,2009-06-13,http://ufcstats.com/event-details/cb6783c39c01d896
win,Stefan Struve,Denis Stojnic,0,0,4,16,0,0,7,0,Heavyweight,SUB,Rear Naked Choke,2,2:37,2009-06-13,http://ufcstats.com/event-details/cb6783c39c01d896
win,Frankie Edgar,Sean Sherk,0,0,74,27,1,1,1,0,Lightweight,U-DEC,,3,5:00,2009-05-23,http://ufcstats.com/event-details/c4b6099f0d25f75e
win,Lyoto Machida,Rashad Evans,3,0,28,4,0,0,0,0,Light Heavyweight,KO/TKO,Punch,2,3:57,2009-05-23,http://ufcstats.com/event-details/c4b6099f0d25f75e
win,Matt Hughes,Matt Serra,0,1,34,14,3,1,0,0,Welterweight,U-DEC,,3,5:00,2009-05-23,http://ufcstats.com/event-details/c4b6099f0d25f75e
win,Drew McFedries,Xavier Foupa-Pokam,2,0,8,0,0,0,0,0,Middleweight,KO/TKO,Punches,1,0:37,2009-05-23,http://ufcstats.com/event-details/c4b6099f0d25f75e
win,Chael Sonnen,Dan Miller,0,0,36,9,3,0,0,2,Middleweight,U-DEC,,3,5:00,2009-05-23,http://ufcstats.com/event-details/c4b6099f0d25f75e
win,Tim Hague,Pat Barry,0,0,0,3,1,0,1,0,Heavyweight,SUB,Guillotine Choke,1,1:42,2009-05-23,http://ufcstats.com/event-details/c4b6099f0d25f75e
win,Kyle Bradley,Phillipe Nover,0,0,7,3,1,0,0,0,Lightweight,KO/TKO,Punches,1,1:03,2009-05-23,http://ufcstats.com/event-details/c4b6099f0d25f75e
win,Krzysztof Soszynski,Andre Gusmao,1,0,18,17,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,3:17,2009-05-23,http://ufcstats.com/event-details/c4b6099f0d25f75e
win,Yoshiyuki Yoshida,Brandon Wolff,0,0,4,2,0,0,1,0,Welterweight,SUB,Guillotine Choke,1,2:24,2009-05-23,http://ufcstats.com/event-details/c4b6099f0d25f75e
win,Brock Larson,Mike Pyle,0,0,4,1,1,0,1,0,Welterweight,SUB,Arm Triangle,1,3:06,2009-05-23,http://ufcstats.com/event-details/c4b6099f0d25f75e
win,Mark Bocek,David Bielkheden,0,0,20,4,1,0,1,0,Lightweight,SUB,Rear Naked Choke,1,4:57,2009-04-18,http://ufcstats.com/event-details/1652f3213655b935
win,Krzysztof Soszynski,Brian Stann,0,0,3,8,2,0,2,0,Light Heavyweight,SUB,Kimura,1,3:53,2009-04-18,http://ufcstats.com/event-details/1652f3213655b935
win,Anderson Silva,Thales Leites,0,0,94,10,0,1,0,0,Middleweight,U-DEC,,5,5:00,2009-04-18,http://ufcstats.com/event-details/1652f3213655b935
win,Mauricio Rua,Chuck Liddell,1,0,24,8,0,1,0,0,Light Heavyweight,KO/TKO,Punch,1,4:28,2009-04-18,http://ufcstats.com/event-details/1652f3213655b935
win,Cheick Kongo,Antoni Hardonk,0,0,53,9,2,0,0,0,Heavyweight,KO/TKO,Punches,2,2:29,2009-04-18,http://ufcstats.com/event-details/1652f3213655b935
win,Sam Stout,Matt Wiman,1,0,62,46,0,4,0,2,Lightweight,U-DEC,,3,5:00,2009-04-18,http://ufcstats.com/event-details/1652f3213655b935
win,Denis Kang,Xavier Foupa-Pokam,0,0,31,23,5,0,1,0,Middleweight,U-DEC,,3,5:00,2009-04-18,http://ufcstats.com/event-details/1652f3213655b935
win,Ed Herman,David Loiseau,0,0,71,6,5,0,0,0,Middleweight,U-DEC,,3,5:00,2009-04-18,http://ufcstats.com/event-details/1652f3213655b935
win,Luiz Cane,Steve Cantwell,0,0,87,69,0,0,0,0,Light Heavyweight,U-DEC,,3,5:00,2009-04-18,http://ufcstats.com/event-details/1652f3213655b935
win,TJ Grant,Ryo Chonan,0,0,34,31,3,2,0,0,Welterweight,S-DEC,,3,5:00,2009-04-18,http://ufcstats.com/event-details/1652f3213655b935
win,Nate Quarry,Jason MacDonald,0,0,16,1,1,0,0,0,Middleweight,KO/TKO,Elbows,1,2:27,2009-04-18,http://ufcstats.com/event-details/1652f3213655b935
win,Gleison Tibau,Jeremy Stephens,0,0,7,23,5,0,3,0,Lightweight,U-DEC,,3,5:00,2009-04-01,http://ufcstats.com/event-details/04d5718ed2661e8c
win,Ryan Bader,Carmelo Marrero,0,0,24,9,5,0,2,0,Light Heavyweight,U-DEC,,3,5:00,2009-04-01,http://ufcstats.com/event-details/04d5718ed2661e8c
win,Tyson Griffin,Rafael Dos Anjos,0,0,69,26,1,0,0,3,Lightweight,U-DEC,,3,5:00,2009-04-01,http://ufcstats.com/event-details/04d5718ed2661e8c
win,Cole Miller,Junie Browning,0,0,3,1,0,0,1,0,Lightweight,SUB,Guillotine Choke,1,1:58,2009-04-01,http://ufcstats.com/event-details/04d5718ed2661e8c
win,Martin Kampmann,Carlos Condit,0,0,26,35,5,3,6,3,Welterweight,S-DEC,,3,5:00,2009-04-01,http://ufcstats.com/event-details/04d5718ed2661e8c
win,Rob Kimmons,Joe Vedepo,0,0,7,4,0,1,2,0,Middleweight,SUB,Guillotine Choke,1,1:54,2009-04-01,http://ufcstats.com/event-details/04d5718ed2661e8c
win,Brock Larson,Jesse Sanders,0,0,13,0,1,0,1,0,Welterweight,SUB,Rear Naked Choke,1,2:01,2009-04-01,http://ufcstats.com/event-details/04d5718ed2661e8c
win,Tim Credeur,Nick Catone,0,0,9,19,0,3,7,0,Middleweight,SUB,Guillotine Choke,2,3:45,2009-04-01,http://ufcstats.com/event-details/04d5718ed2661e8c
win,Jorge Rivera,Nissen Osterneck,1,0,29,35,4,1,0,1,Middleweight,S-DEC,,3,5:00,2009-04-01,http://ufcstats.com/event-details/04d5718ed2661e8c
win,Ricardo Almeida,Matt Horwich,0,0,41,25,9,0,1,3,Middleweight,U-DEC,,3,5:00,2009-04-01,http://ufcstats.com/event-details/04d5718ed2661e8c
win,Quinton Jackson,Keith Jardine,2,0,56,64,2,0,0,0,Light Heavyweight,U-DEC,,3,5:00,2009-03-07,http://ufcstats.com/event-details/29b5791e51e7e832
win,Shane Carwin,Gabriel Gonzaga,1,0,4,5,0,1,0,0,Heavyweight,KO/TKO,Punch,1,1:09,2009-03-07,http://ufcstats.com/event-details/29b5791e51e7e832
win,Matt Brown,Pete Sell,2,0,24,0,0,0,0,0,Welterweight,KO/TKO,Punches,1,1:32,2009-03-07,http://ufcstats.com/event-details/29b5791e51e7e832
win,Matt Hamill,Mark Munoz,1,0,23,14,0,0,0,0,Light Heavyweight,KO/TKO,Kick,1,3:53,2009-03-07,http://ufcstats.com/event-details/29b5791e51e7e832
win,Gray Maynard,Jim Miller,0,0,37,25,1,0,0,1,Lightweight,U-DEC,,3,5:00,2009-03-07,http://ufcstats.com/event-details/29b5791e51e7e832
win,Tamdan McCrory,Ryan Madigan,0,0,12,0,1,0,0,0,Welterweight,KO/TKO,Elbows,1,3:35,2009-03-07,http://ufcstats.com/event-details/29b5791e51e7e832
win,Kendall Grove,Jason Day,1,0,10,6,0,0,0,0,Middleweight,KO/TKO,Punch,1,1:32,2009-03-07,http://ufcstats.com/event-details/29b5791e51e7e832
win,Jason Brilz,Tim Boetsch,0,0,34,27,4,0,1,0,Light Heavyweight,U-DEC,,3,5:00,2009-03-07,http://ufcstats.com/event-details/29b5791e51e7e832
win,Brandon Vera,Michael Patt,2,0,32,5,0,0,0,0,Light Heavyweight,KO/TKO,Kicks,2,1:27,2009-03-07,http://ufcstats.com/event-details/29b5791e51e7e832
win,Junior Dos Santos,Stefan Struve,2,0,12,0,0,0,0,0,Heavyweight,KO/TKO,Punches,1,0:54,2009-02-21,http://ufcstats.com/event-details/7d21de9c6d7c98b2
win,Diego Sanchez,Joe Stevenson,0,0,91,41,1,0,1,1,Lightweight,U-DEC,,3,5:00,2009-02-21,http://ufcstats.com/event-details/7d21de9c6d7c98b2
win,Dan Hardy,Rory Markham,1,0,5,2,0,0,0,0,Welterweight,KO/TKO,Punch,1,1:09,2009-02-21,http://ufcstats.com/event-details/7d21de9c6d7c98b2
win,Demian Maia,Chael Sonnen,0,0,6,8,1,0,1,0,Middleweight,SUB,Triangle Choke,1,2:37,2009-02-21,http://ufcstats.com/event-details/7d21de9c6d7c98b2
win,Nate Marquardt,Wilson Gouveia,1,0,67,16,2,0,1,1,Middleweight,KO/TKO,Flying Knee,3,3:10,2009-02-21,http://ufcstats.com/event-details/7d21de9c6d7c98b2
win,Terry Etim,Brian Cobb,1,0,19,0,1,2,0,0,Lightweight,KO/TKO,Kick,2,0:10,2009-02-21,http://ufcstats.com/event-details/7d21de9c6d7c98b2
win,Evan Dunham,Per Eklund,1,0,13,9,0,1,1,1,Lightweight,KO/TKO,Punch,1,2:13,2009-02-21,http://ufcstats.com/event-details/7d21de9c6d7c98b2
win,Mike Ciesnolevicz,Neil Grove,0,0,0,0,0,0,2,1,Heavyweight,SUB,Heel Hook,1,1:03,2009-02-21,http://ufcstats.com/event-details/7d21de9c6d7c98b2
win,Paulo Thiago,Josh Koscheck,1,0,7,8,0,0,0,0,Welterweight,KO/TKO,Punches,1,3:29,2009-02-21,http://ufcstats.com/event-details/7d21de9c6d7c98b2
win,Anthony Johnson,Luigi Fioravanti,1,0,21,12,0,0,0,0,Welterweight,KO/TKO,Punch,1,4:39,2009-02-07,http://ufcstats.com/event-details/d1759b2b7be9be56
win,Joe Lauzon,Jeremy Stephens,0,0,11,15,2,1,4,0,Lightweight,SUB,Armbar,2,4:43,2009-02-07,http://ufcstats.com/event-details/d1759b2b7be9be56
win,Cain Velasquez,Denis Stojnic,0,0,88,7,1,0,0,1,Heavyweight,KO/TKO,Punches,2,2:34,2009-02-07,http://ufcstats.com/event-details/d1759b2b7be9be56
win,Josh Neer,Mac Danzig,0,1,46,33,0,0,3,0,Lightweight,SUB,Triangle Choke,2,3:36,2009-02-07,http://ufcstats.com/event-details/d1759b2b7be9be56
win,Kurt Pellegrino,Rob Emerson,0,0,16,21,1,2,1,0,Lightweight,SUB,Rear Naked Choke,2,3:14,2009-02-07,http://ufcstats.com/event-details/d1759b2b7be9be56
win,Matt Veach,Matt Grice,1,1,12,29,1,0,0,1,Lightweight,KO/TKO,Punch,1,4:34,2009-02-07,http://ufcstats.com/event-details/d1759b2b7be9be56
win,Gleison Tibau,Rich Clementi,0,0,7,1,2,0,1,0,Lightweight,SUB,Guillotine Choke,1,4:35,2009-02-07,http://ufcstats.com/event-details/d1759b2b7be9be56
win,Nick Catone,Derek Downey,0,0,21,2,4,1,2,0,Middleweight,SUB,Keylock,2,1:15,2009-02-07,http://ufcstats.com/event-details/d1759b2b7be9be56
win,Dan Miller,Jake Rosholt,0,0,2,2,0,1,2,0,Middleweight,SUB,Guillotine Choke,1,1:03,2009-02-07,http://ufcstats.com/event-details/d1759b2b7be9be56
win,Clay Guida,Nate Diaz,0,0,49,49,4,0,1,0,Lightweight,S-DEC,,3,5:00,2009-01-31,http://ufcstats.com/event-details/2a542ee8a8b83559
win,Lyoto Machida,Thiago Silva,2,0,24,2,2,0,0,0,Light Heavyweight,KO/TKO,Punch,1,4:59,2009-01-31,http://ufcstats.com/event-details/2a542ee8a8b83559
win,Jon Jones,Stephan Bonnar,1,0,45,37,7,0,0,0,Light Heavyweight,U-DEC,,3,5:00,2009-01-31,http://ufcstats.com/event-details/2a542ee8a8b83559
nc,Karo Parisyan,Dong Hyun Kim,0,0,24,19,2,2,1,2,Welterweight,Overturned,,3,5:00,2009-01-31,http://ufcstats.com/event-details/2a542ee8a8b83559
win,Jon Fitch,Akihiro Gono,0,0,40,7,4,0,2,0,Welterweight,U-DEC,,3,5:00,2009-01-31,http://ufcstats.com/event-details/2a542ee8a8b83559
win,Georges St-Pierre,BJ Penn,0,0,92,16,4,0,0,0,Welterweight,KO/TKO,,4,5:00,2009-01-31,http://ufcstats.com/event-details/2a542ee8a8b83559
win,Thiago Tavares,Manvel Gamburyan,0,0,27,26,3,1,0,1,Lightweight,U-DEC,,3,5:00,2009-01-31,http://ufcstats.com/event-details/2a542ee8a8b83559
win,John Howard,Chris Wilson,0,0,21,45,7,2,2,2,Welterweight,S-DEC,,3,5:00,2009-01-31,http://ufcstats.com/event-details/2a542ee8a8b83559
win,Jake O'Brien,Christian Wellisch,1,0,25,46,9,0,0,0,Light Heavyweight,S-DEC,,3,5:00,2009-01-31,http://ufcstats.com/event-details/2a542ee8a8b83559
win,Rousimar Palhares,Jeremy Horn,0,0,18,7,7,1,0,1,Middleweight,U-DEC,,3,5:00,2009-01-17,http://ufcstats.com/event-details/68c6cd5287b473a7
win,Dan Henderson,Rich Franklin,0,0,36,39,4,0,0,0,Light Heavyweight,S-DEC,,3,5:00,2009-01-17,http://ufcstats.com/event-details/68c6cd5287b473a7
win,Alan Belcher,Denis Kang,0,0,9,26,0,3,1,1,Middleweight,SUB,Guillotine Choke,2,4:36,2009-01-17,http://ufcstats.com/event-details/68c6cd5287b473a7
win,Mauricio Rua,Mark Coleman,2,0,62,31,1,7,2,0,Light Heavyweight,KO/TKO,Punches,3,4:36,2009-01-17,http://ufcstats.com/event-details/68c6cd5287b473a7
win,Marcus Davis,Chris Lytle,0,0,59,73,0,0,0,0,Welterweight,S-DEC,,3,5:00,2009-01-17,http://ufcstats.com/event-details/68c6cd5287b473a7
win,Eric Schafer,Antonio Mendes,0,0,22,3,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,3:35,2009-01-17,http://ufcstats.com/event-details/68c6cd5287b473a7
win,Tomasz Drwal,Ivan Serati,0,0,14,3,1,0,0,0,Light Heavyweight,KO/TKO,Punches,1,2:02,2009-01-17,http://ufcstats.com/event-details/68c6cd5287b473a7
win,Martin Kampmann,Alexandre Barros,1,0,33,8,0,1,2,0,Welterweight,KO/TKO,Punches,2,3:09,2009-01-17,http://ufcstats.com/event-details/68c6cd5287b473a7
win,John Hathaway,Tom Egan,0,0,18,0,5,0,0,0,Welterweight,KO/TKO,Elbows,1,4:36,2009-01-17,http://ufcstats.com/event-details/68c6cd5287b473a7
win,Frank Mir,Antonio Rodrigo Nogueira,3,0,37,10,1,0,0,0,Heavyweight,KO/TKO,Punch,2,1:54,2008-12-27,http://ufcstats.com/event-details/23ab42947c1990e3
win,Quinton Jackson,Wanderlei Silva,1,0,11,7,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,3:21,2008-12-27,http://ufcstats.com/event-details/23ab42947c1990e3
win,Rashad Evans,Forrest Griffin,0,0,49,50,1,0,0,0,Light Heavyweight,KO/TKO,Punches,3,2:46,2008-12-27,http://ufcstats.com/event-details/23ab42947c1990e3
win,CB Dollaway,Mike Massenzio,0,1,9,3,1,0,0,2,Middleweight,KO/TKO,Punches,1,3:01,2008-12-27,http://ufcstats.com/event-details/23ab42947c1990e3
win,Cheick Kongo,Mostapha Al-Turk,1,0,34,4,1,0,0,0,Heavyweight,KO/TKO,Elbows,1,4:37,2008-12-27,http://ufcstats.com/event-details/23ab42947c1990e3
win,Antoni Hardonk,Mike Wessel,0,0,46,13,0,3,2,0,Heavyweight,KO/TKO,Punches,2,2:09,2008-12-27,http://ufcstats.com/event-details/23ab42947c1990e3
win,Brad Blackburn,Ryo Chonan,1,0,79,63,0,0,0,0,Welterweight,U-DEC,,3,5:00,2008-12-27,http://ufcstats.com/event-details/23ab42947c1990e3
win,Yushin Okami,Dean Lister,0,0,39,6,0,0,0,0,Middleweight,U-DEC,,3,5:00,2008-12-27,http://ufcstats.com/event-details/23ab42947c1990e3
win,Matt Hamill,Reese Andy,0,0,40,34,1,0,0,0,Light Heavyweight,KO/TKO,Punches,2,2:19,2008-12-27,http://ufcstats.com/event-details/23ab42947c1990e3
win,Junie Browning,David Kaplan,0,0,31,12,2,2,2,1,Lightweight,SUB,Armbar,2,1:32,2008-12-13,http://ufcstats.com/event-details/ea398c802d9998ee
win,Ryan Bader,Vinny Magalhaes,1,0,15,4,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,2:18,2008-12-13,http://ufcstats.com/event-details/ea398c802d9998ee
win,Anthony Johnson,Kevin Burns,1,0,35,17,3,0,0,2,Welterweight,KO/TKO,Kick,3,0:28,2008-12-13,http://ufcstats.com/event-details/ea398c802d9998ee
win,Wilson Gouveia,Jason MacDonald,1,0,18,6,0,1,0,0,Middleweight,KO/TKO,Elbow,1,2:18,2008-12-13,http://ufcstats.com/event-details/ea398c802d9998ee
win,Krzysztof Soszynski,Shane Primm,0,0,19,7,0,1,1,0,Light Heavyweight,SUB,Kimura,2,3:27,2008-12-13,http://ufcstats.com/event-details/ea398c802d9998ee
win,Efrain Escudero,Phillipe Nover,0,0,27,20,7,0,0,2,Lightweight,U-DEC,,3,5:00,2008-12-13,http://ufcstats.com/event-details/ea398c802d9998ee
win,Eliot Marshall,Jules Bruchez,0,0,8,1,1,0,2,0,Light Heavyweight,SUB,Rear Naked Choke,1,1:27,2008-12-13,http://ufcstats.com/event-details/ea398c802d9998ee
win,Tom Lawlor,Kyle Kingsbury,0,0,14,10,7,0,0,0,Light Heavyweight,U-DEC,,3,5:00,2008-12-13,http://ufcstats.com/event-details/ea398c802d9998ee
win,Shane Nelson,George Roop,0,0,10,21,3,1,2,0,Lightweight,S-DEC,,3,5:00,2008-12-13,http://ufcstats.com/event-details/ea398c802d9998ee
win,Josh Koscheck,Yoshiyuki Yoshida,1,0,6,6,0,0,0,0,Welterweight,KO/TKO,Punches,1,2:15,2008-12-10,http://ufcstats.com/event-details/30cd319d39ee689b
win,Jim Miller,Matt Wiman,0,0,61,20,4,1,2,0,Lightweight,U-DEC,,3,5:00,2008-12-10,http://ufcstats.com/event-details/30cd319d39ee689b
win,Tim Credeur,Nate Loughran,0,0,52,25,1,0,0,0,Middleweight,KO/TKO,,2,5:00,2008-12-10,http://ufcstats.com/event-details/30cd319d39ee689b
win,Steve Cantwell,Razak Al-Hassan,0,0,15,13,1,0,1,0,Light Heavyweight,SUB,Armbar,1,4:04,2008-12-10,http://ufcstats.com/event-details/30cd319d39ee689b
win,Luigi Fioravanti,Brodie Farber,0,0,30,10,8,1,5,1,Catch Weight,U-DEC,,3,5:00,2008-12-10,http://ufcstats.com/event-details/30cd319d39ee689b
win,Mike Swick,Jonathan Goulet,1,0,7,1,0,0,0,0,Welterweight,KO/TKO,Punch,1,0:33,2008-12-10,http://ufcstats.com/event-details/30cd319d39ee689b
win,Dale Hartt,Corey Hill,0,0,8,8,0,2,0,0,Lightweight,KO/TKO,,2,0:20,2008-12-10,http://ufcstats.com/event-details/30cd319d39ee689b
win,Ben Saunders,Brandon Wolff,1,0,42,0,0,0,0,0,Welterweight,KO/TKO,Knees,1,1:49,2008-12-10,http://ufcstats.com/event-details/30cd319d39ee689b
win,Steve Bruno,Johnny Rees,0,0,10,36,3,1,1,0,Welterweight,SUB,Rear Naked Choke,2,3:44,2008-12-10,http://ufcstats.com/event-details/30cd319d39ee689b
win,Brock Lesnar,Randy Couture,1,0,31,11,2,1,0,0,Heavyweight,KO/TKO,Punches,2,3:07,2008-11-15,http://ufcstats.com/event-details/a2b06ca02bca14c0
win,Kenny Florian,Joe Stevenson,0,0,17,6,1,1,1,0,Lightweight,SUB,Rear Naked Choke,1,4:03,2008-11-15,http://ufcstats.com/event-details/a2b06ca02bca14c0
win,Dustin Hazelett,Tamdan McCrory,0,0,10,15,0,0,3,0,Welterweight,SUB,Armbar,1,3:59,2008-11-15,http://ufcstats.com/event-details/a2b06ca02bca14c0
win,Gabriel Gonzaga,Josh Hendricks,1,0,12,1,0,0,0,0,Heavyweight,KO/TKO,Punch,1,1:01,2008-11-15,http://ufcstats.com/event-details/a2b06ca02bca14c0
win,Demian Maia,Nate Quarry,0,0,2,0,1,0,1,0,Middleweight,SUB,Rear Naked Choke,1,2:13,2008-11-15,http://ufcstats.com/event-details/a2b06ca02bca14c0
win,Aaron Riley,Jorge Gurgel,0,0,98,70,1,1,0,0,Lightweight,U-DEC,,3,5:00,2008-11-15,http://ufcstats.com/event-details/a2b06ca02bca14c0
win,Jeremy Stephens,Rafael Dos Anjos,1,0,22,9,0,4,0,2,Lightweight,KO/TKO,Punch,3,0:39,2008-11-15,http://ufcstats.com/event-details/a2b06ca02bca14c0
win,Mark Bocek,Alvin Robinson,0,0,21,5,1,0,6,0,Lightweight,SUB,Rear Naked Choke,3,3:16,2008-11-15,http://ufcstats.com/event-details/a2b06ca02bca14c0
win,Sean Sherk,Tyson Griffin,0,0,92,74,3,0,0,0,Lightweight,U-DEC,,3,5:00,2008-10-25,http://ufcstats.com/event-details/c670aa48827d6be6
win,Thiago Alves,Josh Koscheck,2,0,80,39,0,0,0,0,Welterweight,U-DEC,,3,5:00,2008-10-25,http://ufcstats.com/event-details/c670aa48827d6be6
win,Gray Maynard,Rich Clementi,0,0,22,7,5,0,2,0,Lightweight,U-DEC,,3,5:00,2008-10-25,http://ufcstats.com/event-details/c670aa48827d6be6
win,Junior Dos Santos,Fabricio Werdum,1,0,7,6,0,0,0,0,Heavyweight,KO/TKO,Punch,1,1:21,2008-10-25,http://ufcstats.com/event-details/c670aa48827d6be6
win,Thales Leites,Drew McFedries,0,0,0,1,1,0,1,0,Middleweight,SUB,Rear Naked Choke,1,1:18,2008-10-25,http://ufcstats.com/event-details/c670aa48827d6be6
